Unnamed: 0,locality,proprety_type,price,bedrooms,area,equipped_kitchen,furnished,open_fire,terrace,terrace_area,garden,garden_area,surface,surface_plot,facades,state,swimming_pool
461,4520 Wanze,House,80000,2.0,201.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,201.0,486.0,3.0,Good,0.0
462,6043 Ransart,House,80000,2.0,201.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,201.0,201.0,3.0, To be done up,0.0
463,7080 Sars-la-Bruyre,House,80000,3.0,201.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,201.0,240.0,3.0, To renovate,0.0
464,6181 Gouy-lez-Piton,House,80000,3.0,201.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,201.0,195.0,3.0, Good,0.0
465,4460 Grce-Hollogne,House,80000,2.0,201.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,201.0,201.0,1.0,Good,0.0
466,6060 Charleroi Gilly,House,80000,3.0,201.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,201.0,201.0,2.0, To renovate,0.0
467,8500 Kortrijk,House,80000,3.0,201.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,201.0,103.0,1.0, To be done up,0.0
468,8530 Harelbeke,House,80000,3.0,201.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,201.0,201.0,1.0,Good,0.0
469,4870 Fraipont,House,80000,3.0,78.0,Not installed,0.0,0.0,0.0,10.0,1.0,612.0,78.0,712.0,3.0, To renovate,0.0
470,7536 Vaulx,House,80000,2.0,78.0,Semi equipped,0.0,0.0,0.0,10.0,0.0,5.0,78.0,30.0,2.0, Good,0.0
471,4800 Verviers,House,80000,4.0,201.0,Installed,0.0,0.0,1.0,23.0,1.0,63.0,201.0,148.0,2.0, To renovate,0.0
472,7340 Colfontaine,House,80000,2.0,201.0,Installed,0.0,0.0,1.0,50.0,1.0,150.0,201.0,390.0,2.0, To renovate,0.0
473,6020 Dampremy,House,80000,2.0,170.0,Installed,0.0,0.0,1.0,6.0,0.0,5.0,170.0,122.0,1.0,Good,0.0
474,6220 Fleurus,House,80000,2.0,201.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,201.0,201.0,1.0,Good,0.0
475,4830 Limbourg,House,80000,3.0,128.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,128.0,99.0,2.0, To be done up,0.0
476,7170 Manage,House,80000,3.0,85.0,Semi equipped,0.0,0.0,0.0,10.0,1.0,45.0,85.0,118.0,2.0, To be done up,0.0
477,4280 POUCET,House,80000,4.0,140.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,140.0,1000.0,3.0, To be done up,0.0
478,6030 Charleroi-Marchienne-au-Pont,House,80000,3.0,151.0,Semi equipped,0.0,0.0,0.0,10.0,0.0,5.0,151.0,280.0,2.0, To be done up,0.0
479,4800 Lambermont,House,80000,4.0,184.0,Semi equipped,0.0,0.0,0.0,10.0,0.0,5.0,184.0,53.0,2.0, To restore,0.0
480,6900 ON,House,80000,3.0,104.0,Not installed,0.0,0.0,0.0,10.0,0.0,5.0,104.0,610.0,4.0, To renovate,0.0
481,4031 Angleur,House,80000,2.0,201.0,Installed,0.0,0.0,1.0,23.0,0.0,5.0,201.0,90.0,2.0, To renovate,0.0
482,7080 Frameries,House,80000,2.0,80.0,Not installed,0.0,0.0,0.0,10.0,1.0,440.0,80.0,440.0,2.0,Good,0.0
483,7380 Quivrain,House,80000,2.0,107.0,Semi equipped,0.0,0.0,0.0,10.0,0.0,5.0,107.0,50.0,2.0, Good,0.0
484,7370 Dour,House,80000,2.0,125.0,Not installed,0.0,0.0,1.0,20.0,0.0,5.0,125.0,90.0,3.0, To be done up,0.0
485,7370 Wihries,House,80000,3.0,201.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,201.0,410.0,2.0, To renovate,0.0
486,6681 Ste Ode,House,80000,1.0,201.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,201.0,522.0,1.0,Good,0.0
487,7390 Quaregnon,House,80000,2.0,123.0,Not installed,0.0,0.0,0.0,10.0,0.0,5.0,123.0,290.0,3.0, To restore,0.0
488,7321 Harchies,House,80000,2.0,201.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,201.0,100.0,3.0, To renovate,0.0
489,6032 Mont-sur-Marchienne,House,80000,2.0,201.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,201.0,501.0,1.0, To renovate,0.0
490,7601 Roucourt,House,80000,2.0,201.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,201.0,463.0,2.0, To renovate,0.0
491,7300 Boussu,House,80000,3.0,201.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,201.0,688.0,3.0,Good,0.0
492,7012 Mons Jemappes,House,80000,2.0,80.0,Semi equipped,0.0,0.0,0.0,10.0,1.0,200.0,80.0,250.0,2.0, To renovate,0.0
493,7340 WASMES,House,80000,2.0,201.0,Not installed,0.0,0.0,0.0,10.0,0.0,5.0,201.0,300.0,1.0,Good,0.0
494,7301 Hornu,House,80000,2.0,201.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,201.0,201.0,2.0, To renovate,0.0
495,4032 Lige,House,80000,2.0,201.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,201.0,1.0,1.0,Good,0.0
496,4100 Seraing,House,80000,3.0,201.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,201.0,440.0,2.0, To renovate,0.0
497,7390 Wasmuel,House,80000,2.0,201.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,201.0,201.0,2.0,Good,0.0
498,7300 Boussu,House,80000,2.0,150.0,Installed,0.0,0.0,1.0,10.0,1.0,10.0,150.0,120.0,2.0, Good,0.0
499,5660 Couvin,House,80000,4.0,201.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,201.0,100.0,1.0,Good,0.0
500,7300 Boussu,House,80000,2.0,201.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,201.0,201.0,1.0,Good,0.0
501,7623 Brunehaut Rongy,House,80000,3.0,167.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,167.0,260.0,3.0, To renovate,0.0
502,6250 Pont-de-Loup,House,80000,2.0,201.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,201.0,201.0,2.0, To renovate,0.0
503,7620 Blharies,House,80000,2.0,201.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,201.0,201.0,1.0,Good,0.0
504,6560 Erquelinnes,House,80000,3.0,80.0,Installed,0.0,0.0,0.0,10.0,1.0,320.0,80.0,385.0,4.0,Good,0.0
505,4041 MILMORT,House,82000,1.0,106.0,Not installed,0.0,0.0,0.0,10.0,1.0,55.0,106.0,201.0,2.0, To renovate,0.0
506,9630 Munkzwalm,House,82000,2.0,201.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,201.0,200.0,1.0,Good,0.0
507,7540 Kain,House,82000,2.0,60.0,Semi equipped,0.0,0.0,0.0,10.0,0.0,5.0,60.0,50.0,2.0, Good,0.0
508,7370 Dour,House,82500,2.0,107.0,Semi equipped,0.0,0.0,0.0,10.0,0.0,5.0,107.0,165.0,2.0, To renovate,0.0
509,7033 Cuesmes,House,82500,1.0,201.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,201.0,201.0,1.0,Good,0.0
510,1350 JAUCHE,House,83000,3.0,110.0,Installed,0.0,0.0,1.0,15.0,0.0,5.0,110.0,1324.0,4.0, To be done up,0.0
511,6200 Chtelet,House,83000,1.0,136.0,Semi equipped,0.0,0.0,1.0,16.0,0.0,5.0,136.0,60.0,2.0, Good,0.0
512,6200 Chtelet,House,83500,1.0,45.0,Semi equipped,0.0,0.0,0.0,10.0,0.0,5.0,45.0,61.0,2.0, To restore,0.0
513,4680 Oupeye,House,84000,1.0,89.0,Not installed,1.0,0.0,0.0,10.0,1.0,125.0,89.0,167.0,2.0, To renovate,0.0
514,6061 Charleroi Montignies-sur-Sambre,House,84000,2.0,201.0,Installed,1.0,0.0,0.0,10.0,0.0,5.0,201.0,201.0,2.0, Good,0.0
515,4500 Huy,House,85000,3.0,110.0,Semi equipped,0.0,0.0,0.0,10.0,0.0,5.0,110.0,127.0,2.0, To be done up,0.0
516,7301 Hornu,House,85000,2.0,114.0,Semi equipped,0.0,0.0,0.0,10.0,1.0,94.0,114.0,155.0,2.0, Good,0.0
517,6990 Hotton,House,85000,1.0,89.0,Not installed,0.0,0.0,0.0,10.0,0.0,5.0,89.0,90.0,3.0, Good,0.0
518,7380 Quivrain,House,85000,3.0,120.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,120.0,198.0,2.0, To be done up,0.0
519,6560 Erquelinnes,House,85000,2.0,118.0,Semi equipped,0.0,0.0,0.0,10.0,0.0,5.0,118.0,160.0,2.0, To be done up,0.0
520,7390 Quaregnon,House,85000,2.0,140.0,Semi equipped,0.0,0.0,0.0,10.0,0.0,5.0,140.0,179.0,3.0, To restore,0.0
521,6141 Forchies-la-Marche,House,85000,3.0,114.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,114.0,615.0,3.0, To renovate,0.0
522,4130 Tilff,House,85000,4.0,134.0,Installed,0.0,0.0,0.0,10.0,1.0,112.0,134.0,180.0,2.0, To renovate,0.0
523,7340 Paturages,House,85000,2.0,119.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,119.0,120.0,3.0, To be done up,0.0
524,7390 Wasmuel,House,85000,3.0,166.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,166.0,302.0,3.0, To renovate,0.0
525,5630 Cerfontaine,House,85000,2.0,128.0,Semi equipped,0.0,0.0,1.0,15.0,1.0,100.0,128.0,295.0,2.0,Good,0.0
526,3724 Vliermaal,House,85000,4.0,201.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,201.0,705.0,3.0, To renovate,0.0
527,4040 Herstal,House,85000,3.0,201.0,Installed,0.0,0.0,1.0,12.0,1.0,260.0,201.0,326.0,3.0, To renovate,0.0
528,7301 Hornu,House,85000,2.0,132.0,Not installed,0.0,0.0,0.0,10.0,1.0,160.0,132.0,226.0,2.0, To renovate,0.0
529,6000 Charleroi,House,85000,3.0,201.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,201.0,201.0,2.0, Good,0.0
530,4480 Hermalle-sous-Huy,House,85000,2.0,201.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,201.0,201.0,4.0,Good,0.0
531,2431 Veerle,House,85000,2.0,93.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,93.0,70.0,3.0,Good,0.0
532,6180 Courcelles,House,85000,2.0,201.0,Not installed,0.0,0.0,0.0,10.0,0.0,5.0,201.0,201.0,2.0, To renovate,0.0
533,6200 Chtelet,House,85000,2.0,201.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,201.0,201.0,2.0, Good,0.0
534,7301 Hornu,House,85000,1.0,201.0,Semi equipped,0.0,0.0,0.0,10.0,0.0,5.0,201.0,201.0,2.0, Good,0.0
535,6180 Courcelles,House,85000,3.0,201.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,201.0,201.0,3.0,Good,0.0
536,6061 Montignies-sur-Sambre,House,85000,3.0,201.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,201.0,201.0,1.0,Good,0.0
537,7134 Leval-trahegnies,House,85000,3.0,163.0,Semi equipped,0.0,0.0,1.0,60.0,0.0,5.0,163.0,160.0,2.0, To renovate,0.0
538,7180 Seneffe,House,85000,2.0,70.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,70.0,240.0,2.0, To renovate,0.0
539,7380 Quivrain,House,85000,2.0,150.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,150.0,107.0,2.0, To renovate,0.0
540,6181 Gouy lez-Piton,House,85000,3.0,201.0,Not installed,0.0,0.0,0.0,10.0,0.0,5.0,201.0,201.0,2.0, Good,0.0
541,7333 Saint-Ghislain,House,85000,3.0,201.0,Installed,0.0,0.0,1.0,1.0,1.0,1.0,201.0,201.0,3.0, To restore,0.0
542,7063 Neufvilles,House,85000,2.0,81.0,Installed,0.0,0.0,1.0,15.0,1.0,279.0,81.0,360.0,3.0,Good,0.0
543,4460 Grce-Hollogne,House,85000,1.0,65.0,Not installed,0.0,0.0,0.0,10.0,0.0,5.0,65.0,26.0,2.0, Good,0.0
544,4800 Verviers,House,85000,1.0,201.0,Installed,1.0,0.0,1.0,2.0,0.0,5.0,201.0,201.0,2.0,Good,0.0
545,4032 Chne Lige,House,85000,2.0,82.0,Not installed,0.0,0.0,1.0,22.0,0.0,5.0,82.0,201.0,2.0,Good,0.0
546,5651 Walcourt Thy-le-Chteau,House,85000,3.0,210.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,210.0,201.0,2.0, To renovate,0.0
547,5651 THY-LE-CHTEAU,House,85000,3.0,200.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,200.0,201.0,1.0,Good,0.0
548,6040 Charleroi Jumet,House,85000,2.0,129.0,Semi equipped,0.0,0.0,0.0,10.0,0.0,5.0,129.0,205.0,3.0,Good,0.0
549,7061 Casteau,House,85000,3.0,201.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,201.0,201.0,1.0,Good,0.0
550,6020 Dampremy,House,85000,3.0,201.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,201.0,201.0,1.0,Good,0.0
551,6838 Corbion,House,85000,3.0,76.0,Not installed,0.0,0.0,0.0,10.0,0.0,5.0,76.0,112.0,2.0, To renovate,0.0
552,7800 Lanquesaint,House,85000,3.0,201.0,Not installed,0.0,0.0,0.0,10.0,0.0,5.0,201.0,212.0,3.0, To renovate,0.0
553,4050 Chaudfontaine,House,85000,2.0,120.0,Not installed,0.0,0.0,1.0,5.0,0.0,5.0,120.0,40.0,2.0, To renovate,0.0
554,5300 LANDENNE,House,85000,3.0,130.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,130.0,663.0,3.0, To renovate,0.0
555,6224 Fleurus Wanferce-Baulet,House,85000,2.0,104.0,Not installed,0.0,0.0,0.0,10.0,0.0,5.0,104.0,390.0,2.0, To renovate,0.0
556,6032 Mont-sur-Marchienne,House,85000,3.0,90.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,90.0,120.0,2.0, To renovate,0.0
557,6220 Fleurus,House,85000,3.0,120.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,120.0,230.0,2.0, Good,0.0
558,6280 Gerpinnes,House,85000,1.0,50.0,Semi equipped,0.0,0.0,0.0,10.0,0.0,5.0,50.0,25.0,2.0, To renovate,0.0
559,8691 Beveren ad IJzer,House,85000,3.0,200.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,200.0,143.0,3.0,Good,0.0
560,6010 Couillet,House,85000,2.0,201.0,Not installed,0.0,0.0,0.0,10.0,0.0,5.0,201.0,201.0,1.0,Good,0.0
561,6220 Fleurus,House,85000,2.0,130.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,130.0,90.0,2.0, To renovate,0.0
562,6560 Grand-Reng,House,85000,6.0,271.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,271.0,160.0,2.0,Good,0.0
563,7130 Binche,House,85000,2.0,201.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,201.0,201.0,3.0, To be done up,0.0
564,7340 Colfontaine Pturages,House,85000,2.0,90.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,90.0,201.0,2.0, To be done up,0.0
565,7340 WASMES,House,85000,2.0,201.0,Not installed,0.0,0.0,0.0,10.0,0.0,5.0,201.0,701.0,1.0,Good,0.0
566,7340 WASMES,House,85000,2.0,201.0,Not installed,0.0,0.0,0.0,10.0,0.0,5.0,201.0,370.0,1.0,Good,0.0
567,7740 Pecq,House,85000,4.0,147.0,Semi equipped,0.0,0.0,0.0,10.0,1.0,45.0,147.0,116.0,2.0, To be done up,0.0
568,6812 Suxy,House,85000,3.0,201.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,201.0,190.0,3.0, To renovate,0.0
569,5660 Couvin,House,85000,2.0,201.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,201.0,201.0,1.0,Good,0.0
570,6001 Marcinelle,House,85000,3.0,201.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,201.0,201.0,1.0,Good,0.0
571,6030 Charleroi,House,85000,1.0,201.0,USA semi equipped,0.0,0.0,1.0,25.0,0.0,5.0,201.0,30.0,1.0, To be done up,0.0
572,7110 Houdeng-Goegnies,House,85000,2.0,201.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,201.0,201.0,1.0,Good,0.0
573,5540 Hastire-Lavaux,House,85000,2.0,96.0,Installed,0.0,0.0,0.0,10.0,1.0,559.0,96.0,559.0,1.0,Good,0.0
574,1480 Tubize,House,85000,1.0,201.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,201.0,201.0,1.0,Good,0.0
575,5500 Bouvignes-sur-Meuse,House,85000,4.0,201.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,201.0,201.0,1.0,Good,0.0
576,8890 Moorslede,House,85000,2.0,201.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,201.0,1099.0,2.0, To renovate,0.0
577,7041 havay,House,86000,1.0,90.0,Installed,0.0,0.0,0.0,10.0,1.0,750.0,90.0,750.0,3.0, To renovate,0.0
578,5620 ROSEE,House,86000,2.0,85.0,Semi equipped,0.0,0.0,0.0,10.0,0.0,5.0,85.0,201.0,3.0, Good,0.0
579,4610 Beyne-Heusay,House,87000,1.0,201.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,201.0,102.0,4.0,Good,0.0
580,7390 Quaregnon,House,87000,2.0,150.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,150.0,220.0,2.0, To renovate,0.0
581,7340 WASMES,House,87000,2.0,201.0,Not installed,0.0,0.0,0.0,10.0,0.0,5.0,201.0,108.0,1.0,Good,0.0
582,7301 Hornu,House,87000,4.0,144.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,144.0,170.0,2.0,Good,0.0
583,6200 Chtelet Bouffioulx,House,87500,4.0,201.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,201.0,201.0,2.0,Good,0.0
584,4102 Ougre,House,87500,2.0,201.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,201.0,201.0,1.0,Good,0.0
585,4020 Liege,House,88000,3.0,95.0,Not installed,0.0,0.0,0.0,10.0,0.0,5.0,95.0,45.0,2.0, To renovate,0.0
586,5003 Saint-Marc,House,88000,3.0,201.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,201.0,201.0,4.0,Good,0.0
587,6040 Jumet,House,88000,4.0,167.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,167.0,201.0,2.0,Good,0.0
588,6240 Farciennes,House,88000,2.0,120.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,120.0,74.0,3.0, To be done up,0.0
589,8580 Avelgem,House,88000,2.0,105.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,105.0,105.0,1.0,Good,0.0
590,4860 Pepinster,House,88500,4.0,147.0,Not installed,0.0,0.0,1.0,7.0,1.0,150.0,147.0,201.0,2.0, To be done up,0.0
591,4040 Herstal,House,89000,2.0,63.0,Installed,1.0,0.0,0.0,10.0,0.0,5.0,63.0,33.0,2.0, Good,0.0
592,4870 Trooz,House,89000,2.0,100.0,Not installed,0.0,0.0,0.0,10.0,0.0,5.0,100.0,69.0,2.0, To renovate,0.0
593,4180 COMBLAIN-LA-TOUR,House,89000,2.0,72.0,Not installed,0.0,0.0,1.0,10.0,1.0,431.0,72.0,455.0,3.0, To renovate,0.0
594,4100 Seraing,House,89000,4.0,140.0,Not installed,0.0,0.0,0.0,10.0,0.0,5.0,140.0,114.0,3.0, Good,0.0
595,4100 Seraing,House,89000,2.0,201.0,Not installed,0.0,0.0,0.0,10.0,1.0,145.0,201.0,225.0,2.0, To renovate,0.0
596,6040 Jumet,House,89000,3.0,83.0,Not installed,0.0,0.0,0.0,10.0,0.0,5.0,83.0,620.0,3.0, To renovate,0.0
597,4101 Seraing,House,89000,2.0,90.0,Installed,0.0,0.0,0.0,10.0,1.0,100.0,90.0,210.0,2.0,Good,0.0
598,6040 Jumet,House,89000,2.0,100.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,100.0,195.0,3.0, Good,0.0
599,7141 Carnires,House,89000,2.0,170.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,170.0,201.0,1.0,Good,0.0
600,7033 Cuesmes,House,89000,2.0,77.0,Installed,0.0,0.0,0.0,10.0,1.0,100.0,77.0,201.0,2.0, To be done up,0.0
601,7140 Morlanwelz,House,89000,3.0,226.0,Not installed,0.0,0.0,1.0,19.0,0.0,5.0,226.0,100.0,2.0, To renovate,0.0
602,7141 CARNIERES,House,89000,1.0,52.0,Semi equipped,0.0,0.0,0.0,10.0,1.0,430.0,52.0,560.0,4.0, To be done up,0.0
603,6970 Tenneville,House,89000,2.0,71.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,71.0,108.0,3.0, To be done up,0.0
604,4920 Aywaille,House,89000,1.0,86.0,Not installed,0.0,0.0,0.0,10.0,0.0,5.0,86.0,43.0,2.0, To be done up,0.0
605,5542 Hastire,House,89000,2.0,201.0,Semi equipped,0.0,0.0,0.0,10.0,0.0,5.0,201.0,602.0,3.0, Good,0.0
606,4040 Herstal,House,89000,2.0,62.0,Not installed,0.0,0.0,0.0,10.0,0.0,5.0,62.0,45.0,2.0, To renovate,0.0
607,4430 Ans,House,89000,2.0,87.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,87.0,63.0,2.0, To renovate,0.0
608,4102 Seraing,House,89000,2.0,201.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,201.0,201.0,2.0, To be done up,0.0
609,4430 Ans,House,89000,1.0,80.0,Semi equipped,0.0,0.0,0.0,10.0,0.0,5.0,80.0,201.0,3.0, Good,0.0
610,7531 Havinnes,House,89000,3.0,201.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,201.0,250.0,3.0, To renovate,0.0
611,6200 Chatelet,House,89000,4.0,140.0,Not installed,0.0,0.0,0.0,10.0,0.0,5.0,140.0,185.0,2.0, To renovate,0.0
612,7340 PATURAGES,House,89000,2.0,201.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,201.0,130.0,1.0,Good,0.0
613,4041 Vottem,House,89000,1.0,201.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,201.0,201.0,3.0, To be done up,0.0
614,6040 Charleroi Jumet,House,89000,2.0,201.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,201.0,201.0,2.0, To renovate,0.0
615,7370 Dour Elouges,House,89000,3.0,201.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,201.0,201.0,2.0, To be done up,0.0
616,7301 Hornu,House,89000,2.0,114.0,Installed,0.0,0.0,0.0,10.0,1.0,1.0,114.0,150.0,4.0,Good,0.0
617,4500 Huy,House,89500,2.0,85.0,Not installed,0.0,0.0,1.0,10.0,1.0,115.0,85.0,206.0,2.0, To renovate,0.0
618,4051 Chaudfontaine Vauxsous-Chvremont,House,89500,2.0,90.0,Installed,0.0,0.0,1.0,20.0,0.0,5.0,90.0,201.0,2.0, To renovate,0.0
619,4040 Herstal,House,89900,2.0,70.0,Not installed,0.0,0.0,1.0,7.0,0.0,5.0,70.0,76.0,3.0, To be done up,0.0
620,4030 Liege,House,89900,2.0,50.0,USA semi equipped,0.0,0.0,1.0,10.0,1.0,50.0,50.0,93.0,2.0, Good,0.0
621,6020 Dampremy,House,89999,2.0,106.0,Installed,0.0,0.0,1.0,40.0,1.0,240.0,106.0,345.0,3.0, To renovate,0.0
622,4020 Lige,House,90000,3.0,190.0,Installed,0.0,0.0,0.0,10.0,1.0,127.0,190.0,362.0,2.0, To renovate,0.0
623,7387 Montignies-sur-roc,House,90000,3.0,111.0,Installed,0.0,0.0,0.0,10.0,1.0,252.0,111.0,300.0,4.0, To be done up,0.0
624,5060 VELAINE-SUR-SAMBRE,House,90000,1.0,201.0,Semi equipped,0.0,0.0,0.0,10.0,0.0,5.0,201.0,201.0,2.0, Just renovated,0.0
625,6060 Gilly,House,90000,3.0,413.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,413.0,5430.0,4.0, To renovate,0.0
626,7390 Quaregnon,House,90000,2.0,128.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,128.0,135.0,3.0, To be done up,0.0
627,7970 Beloeil,House,90000,2.0,252.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,252.0,265.0,3.0, To renovate,0.0
628,7100 La louvire,House,90000,2.0,180.0,Not installed,0.0,0.0,1.0,11.0,1.0,100.0,180.0,250.0,2.0, To renovate,0.0
629,7340 Wasmes,House,90000,2.0,86.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,86.0,106.0,2.0,Good,0.0
630,4540 Amay,House,90000,4.0,226.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,226.0,1051.0,4.0, To be done up,0.0
631,6470 Rance,House,90000,2.0,188.0,Not installed,0.0,0.0,0.0,10.0,1.0,500.0,188.0,710.0,2.0,Good,0.0
632,2440 Geel,House,90000,2.0,201.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,201.0,272.0,3.0, To renovate,0.0
633,2300 Turnhout,House,90000,3.0,88.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,88.0,105.0,2.0,Good,0.0
634,6060 Hainaut,House,90000,2.0,100.0,Semi equipped,0.0,0.0,0.0,10.0,0.0,5.0,100.0,201.0,3.0,Good,0.0
635,3630 Maasmechelen,House,90000,4.0,201.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,201.0,252.0,1.0,Good,0.0
636,5540 Waulsort,House,90000,4.0,201.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,201.0,430.0,1.0,Good,0.0
637,5500 Bouvignes-sur-Meuse,House,90000,2.0,201.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,201.0,122.0,3.0,Good,0.0
638,4030 Grivegne,House,90000,4.0,201.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,201.0,201.0,2.0, To renovate,0.0
639,5670 Vierves-sur-Viroin,House,90000,3.0,155.0,Semi equipped,0.0,0.0,0.0,10.0,0.0,5.0,155.0,81.0,3.0,Good,0.0
640,4800 Verviers,House,90000,8.0,201.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,201.0,201.0,1.0,Good,0.0
641,7080 LA BOUVERIE,House,90000,1.0,201.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,201.0,201.0,2.0, Good,0.0
642,9500 Geraardsbergen,House,90000,2.0,201.0,Not installed,0.0,0.0,0.0,10.0,0.0,5.0,201.0,74.0,2.0, To renovate,0.0
643,7141 Morlanwelz Carnires,House,90000,2.0,113.0,Semi equipped,0.0,0.0,1.0,26.0,1.0,350.0,113.0,504.0,2.0, To be done up,0.0
644,4420 Saint-Nicolas,House,90000,1.0,90.0,USA installed,0.0,0.0,1.0,11.0,0.0,5.0,90.0,60.0,2.0, As new,0.0
645,7080 Frameries,House,90000,2.0,85.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,85.0,1.0,2.0, To be done up,0.0
646,7011 Mons Ghlin,House,90000,2.0,116.0,Installed,0.0,0.0,1.0,15.0,1.0,164.0,116.0,270.0,2.0, To renovate,0.0
647,4621 Retinne,House,90000,3.0,164.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,164.0,135.0,2.0, To renovate,0.0
648,5660 Couvin,House,90000,2.0,153.0,Not installed,0.0,0.0,0.0,10.0,1.0,968.0,153.0,1303.0,3.0, To renovate,0.0
