Unnamed: 0,locality,proprety_type,price,bedrooms,area,equipped_kitchen,furnished,open_fire,terrace,terrace_area,garden,garden_area,surface,surface_plot,facades,state,swimming_pool
0,6061 Montignies-sur-Sambre,House,35000,3.0,201.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,201.0,201.0,2.0, To restore,0.0
1,6183 Trazegnies,House,35000,2.0,201.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,201.0,201.0,2.0,Good,0.0
2,6020 Dampremy,House,35000,2.0,201.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,201.0,201.0,1.0, To renovate,0.0
3,6592 Monceau-Imbrechies,House,35000,3.0,201.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,201.0,201.0,1.0,Good,0.0
4,7390 Quaregnon,House,35000,2.0,94.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,94.0,44.0,2.0, To renovate,0.0
5,5575 Willerzie,House,35000,5.0,300.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,300.0,300.0,2.0, To restore,0.0
6,5620 Saint-Aubin,House,35000,2.0,201.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,201.0,493.0,1.0,Good,0.0
7,6224 Wanferce-Baulet,House,35000,2.0,201.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,201.0,160.0,1.0, To renovate,0.0
8,7012 Jemappes,House,35000,2.0,201.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,201.0,201.0,2.0,Good,0.0
9,7860 Lessines,House,37500,3.0,201.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,201.0,201.0,2.0,Good,0.0
10,5580 Jemelle,House,39000,2.0,120.0,Not installed,0.0,0.0,0.0,10.0,1.0,10.0,120.0,99.0,2.0, Good,0.0
11,3920 Lommel,House,39000,2.0,201.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,201.0,201.0,1.0,Good,0.0
12,8200 Sint-Andries,House,39400,2.0,15.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,15.0,201.0,1.0, Good,0.0
13,3920 Lommel,House,39500,2.0,201.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,201.0,201.0,1.0,Good,0.0
14,7100 HAINE-SAINT-PIERRE,House,39999,2.0,62.0,Not installed,0.0,0.0,1.0,7.0,1.0,56.0,62.0,95.0,2.0, To renovate,0.0
15,4100 Seraing,House,40000,2.0,76.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,76.0,114.0,2.0, To renovate,0.0
16,7012 Jemappes,House,40000,2.0,94.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,94.0,150.0,2.0, To renovate,0.0
17,8930 Menen,House,40000,2.0,49.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,49.0,49.0,2.0, To be done up,0.0
18,7170 Manage,House,40000,3.0,201.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,201.0,620.0,2.0, To renovate,0.0
19,7390 Quaregnon,House,40000,2.0,60.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,60.0,201.0,3.0, To renovate,0.0
20,6567 Merbes-le-Chteau,House,40000,4.0,173.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,173.0,370.0,2.0,Good,0.0
21,7160 Chapelle-lez-Herlaimont,House,40000,2.0,201.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,201.0,201.0,2.0,Good,0.0
22,7390 Quaregnon,House,40000,2.0,201.0,Not installed,0.0,0.0,0.0,10.0,0.0,5.0,201.0,201.0,2.0,Good,0.0
23,7350 Hensies,House,40000,1.0,201.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,201.0,162.0,3.0,Good,0.0
24,5660 Brly,House,40000,2.0,201.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,201.0,930.0,1.0,Good,0.0
25,6041 Gosselies,House,40000,2.0,201.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,201.0,201.0,1.0,Good,0.0
26,7131 Waudrez,House,40000,2.0,201.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,201.0,442.0,2.0,Good,0.0
27,7380 Quivrain,House,40000,4.0,201.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,201.0,467.0,1.0,Good,0.0
28,6200 Chtelet,House,40000,3.0,201.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,201.0,240.0,1.0, To renovate,0.0
29,6560 Erquelinnes,House,40000,1.0,82.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,82.0,232.0,2.0,Good,0.0
30,9600 Ronse,House,42500,2.0,201.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,201.0,110.0,1.0,Good,0.0
31,7012 Flnu,House,43000,2.0,70.0,Not installed,0.0,0.0,0.0,10.0,0.0,5.0,70.0,50.0,3.0, To renovate,0.0
32,6040 Jumet,House,45000,2.0,201.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,201.0,250.0,3.0, To renovate,0.0
33,7380 Quivrain,House,45000,2.0,100.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,100.0,80.0,2.0,Good,0.0
34,6040 Jumet,House,45000,2.0,60.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,60.0,332.0,1.0,Good,0.0
35,6040 Jumet,House,45000,1.0,70.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,70.0,201.0,1.0,Good,0.0
36,5575 Willerzie,House,45000,2.0,150.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,150.0,250.0,2.0, To renovate,0.0
37,6030 Marchienne-au-Pont,House,45000,3.0,100.0,Not installed,0.0,0.0,0.0,10.0,0.0,5.0,100.0,340.0,1.0,Good,0.0
38,5650 Yves-Gomeze,House,45000,1.0,201.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,201.0,1101.0,3.0, To restore,0.0
39,6044 Roux,House,45000,4.0,201.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,201.0,184.0,3.0, To be done up,0.0
40,6500 Beaumont,House,45000,2.0,201.0,Installed,0.0,0.0,0.0,10.0,1.0,270.0,201.0,310.0,4.0, To restore,0.0
41,7340 WASMES,House,45000,2.0,201.0,Not installed,0.0,0.0,0.0,10.0,0.0,5.0,201.0,155.0,1.0,Good,0.0
42,7301 Hornu,House,45000,3.0,201.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,201.0,201.0,1.0,Good,0.0
43,6020 Dampremy,House,45000,2.0,201.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,201.0,201.0,1.0,Good,0.0
44,6560 Erquelinnes,House,45000,2.0,95.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,95.0,201.0,1.0,Good,0.0
45,4260 Ville-en-Hesbaye,House,46000,5.0,341.0,Semi equipped,0.0,0.0,1.0,11.0,1.0,950.0,341.0,1345.0,4.0, To be done up,0.0
46,7100 La Louviere,House,46000,2.0,63.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,63.0,35.0,2.0, To renovate,0.0
47,7390 Quaregnon,House,49000,2.0,102.0,Not installed,0.0,0.0,0.0,10.0,0.0,5.0,102.0,330.0,3.0, To restore,0.0
48,6040 Jumet,House,49000,2.0,85.0,Not installed,0.0,0.0,0.0,10.0,0.0,5.0,85.0,78.0,2.0, To renovate,0.0
49,7600 Peruwelz,House,49000,1.0,201.0,Installed,0.0,0.0,0.0,10.0,1.0,500.0,201.0,570.0,2.0, To restore,0.0
50,4051 Vaux-sous-Chvremont,House,49000,2.0,201.0,Not installed,0.0,0.0,1.0,8.0,0.0,5.0,201.0,86.0,3.0, To restore,0.0
51,4032 Chne,House,49000,1.0,201.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,201.0,35.0,3.0, To restore,0.0
52,7390 Quaregnon,House,49000,3.0,12.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,12.0,60.0,2.0, To be done up,0.0
53,6060 Charleroi Gilly,House,49000,2.0,65.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,65.0,700.0,4.0, To restore,0.0
54,5670 OIGNIES-EN-THIRACHE,House,49000,2.0,42.0,Semi equipped,0.0,0.0,0.0,10.0,1.0,998.0,42.0,1004.0,4.0, To renovate,0.0
55,7340 WASMES,House,49000,2.0,201.0,Not installed,0.0,0.0,0.0,10.0,1.0,270.0,201.0,270.0,1.0,Good,0.0
56,6590 Momignies,House,49000,1.0,75.0,Not installed,0.0,0.0,0.0,10.0,0.0,5.0,75.0,201.0,3.0,Good,0.0
57,7110 Maurage,House,49500,2.0,201.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,201.0,201.0,2.0, Just renovated,0.0
58,4400 FLMALLE-GRANDE,House,49500,2.0,116.0,Installed,0.0,0.0,1.0,16.0,0.0,5.0,116.0,147.0,2.0, To renovate,0.0
59,4340 Awans,House,50000,2.0,82.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,82.0,221.0,2.0, To renovate,0.0
60,4030 Grivegne,House,50000,2.0,201.0,Installed,0.0,0.0,0.0,10.0,1.0,90.0,201.0,174.0,2.0, To renovate,0.0
61,7340 Paturages,House,50000,2.0,136.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,136.0,320.0,3.0, To renovate,0.0
62,4432 Alleur,House,50000,3.0,140.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,140.0,279.0,2.0, To renovate,0.0
63,7340 Colfontaine,House,50000,2.0,70.0,Semi equipped,0.0,0.0,0.0,10.0,0.0,5.0,70.0,200.0,2.0, To renovate,0.0
64,4420 Tilleur,House,50000,3.0,201.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,201.0,89.0,2.0, To renovate,0.0
65,7012 Jemappes,House,50000,1.0,89.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,89.0,5.0,2.0, To renovate,0.0
66,7370 ELOUGES,House,50000,1.0,72.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,72.0,201.0,1.0, To renovate,0.0
67,7600 Pruwelz,House,50000,3.0,201.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,201.0,318.0,2.0, To renovate,0.0
68,7340 Colfontaine,House,50000,2.0,100.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,100.0,443.0,3.0, To renovate,0.0
69,7134 Leval-Trahegnies,House,50000,3.0,201.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,201.0,320.0,2.0, To renovate,0.0
70,7340 Wasmes,House,50000,2.0,92.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,92.0,170.0,2.0,Good,0.0
71,8930 Menen,House,50000,2.0,201.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,201.0,183.0,1.0, To renovate,0.0
72,7700 Mouscron,House,50000,2.0,201.0,Not installed,0.0,0.0,0.0,10.0,0.0,5.0,201.0,153.0,2.0, To renovate,0.0
73,2180 Ekeren,House,50000,2.0,201.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,201.0,110.0,2.0, To renovate,0.0
74,7380 Quivrain,House,50000,6.0,201.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,201.0,280.0,2.0,Good,0.0
75,5660 Couvin,House,50000,4.0,166.0,Not installed,0.0,0.0,1.0,24.0,0.0,5.0,166.0,143.0,1.0,Good,0.0
76,6971 Champlon,House,50000,3.0,201.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,201.0,850.0,4.0, To renovate,0.0
77,5300 Andenne,House,50000,1.0,201.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,201.0,450.0,1.0,Good,0.0
78,6690 Bihain,House,50000,3.0,201.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,201.0,201.0,1.0, To renovate,0.0
79,5621 Hanzinelle,House,50000,2.0,201.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,201.0,131.0,2.0, To be done up,0.0
80,6030 Marchienne-au-Pont,House,50000,2.0,201.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,201.0,354.0,1.0,Good,0.0
81,1930 Zaventem,House,50000,3.0,201.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,201.0,190.0,1.0,Good,0.0
82,6060 Gilly,House,50000,2.0,201.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,201.0,215.0,2.0, To be done up,0.0
83,7110 Houdeng-Aimeries,House,50000,2.0,201.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,201.0,288.0,2.0, To renovate,0.0
84,4870 Nessonvaux,House,50000,2.0,80.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,80.0,80.0,3.0, To restore,0.0
85,4671 Housse,House,50000,4.0,201.0,Installed,0.0,0.0,0.0,10.0,1.0,1235.0,201.0,1385.0,3.0, As new,0.0
86,6150 Anderlues,House,50000,1.0,79.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,79.0,363.0,1.0, To renovate,0.0
87,7602 Bury,House,50000,2.0,201.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,201.0,580.0,2.0, To renovate,0.0
88,7971 Bascles,House,50000,3.0,201.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,201.0,188.0,2.0, To renovate,0.0
89,7340 PTURAGES,House,50000,2.0,201.0,Not installed,0.0,0.0,0.0,10.0,0.0,5.0,201.0,170.0,1.0,Good,0.0
90,5651 Thy-le-Chateau,House,50000,3.0,100.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,100.0,201.0,3.0,Good,0.0
91,6041 Gosselies,House,50000,2.0,78.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,78.0,201.0,2.0, To renovate,0.0
92,7130 Binche,House,50000,3.0,201.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,201.0,75.0,1.0,Good,0.0
93,7600 Pruwelz,House,50000,3.0,147.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,147.0,170.0,4.0,Good,0.0
94,7012 Jemappes,House,50000,3.0,201.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,201.0,201.0,1.0,Good,0.0
95,7110 Houdeng-Aimeries,House,50000,2.0,80.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,80.0,425.0,1.0, To renovate,0.0
96,7191 Ecaussinnes,House,51000,1.0,201.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,201.0,87.0,1.0,Good,0.0
97,7134 Ressaix,House,51000,3.0,201.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,201.0,220.0,3.0, To restore,0.0
98,6020 Dampremy,House,51000,2.0,201.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,201.0,201.0,2.0,Good,0.0
99,7340 Colfontaine,House,52500,2.0,85.0,Installed,0.0,0.0,0.0,10.0,1.0,1300.0,85.0,1385.0,3.0, To renovate,0.0
100,7080 Frameries,House,54000,2.0,80.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,80.0,100.0,3.0, To restore,0.0
101,6061 Montignies-sur-Sambre,House,54000,3.0,201.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,201.0,170.0,3.0, To restore,0.0
102,6040 Jumet,House,55000,4.0,202.0,Semi equipped,0.0,0.0,0.0,10.0,0.0,5.0,202.0,201.0,3.0,Good,0.0
103,5650 Yves-Gomeze,House,55000,3.0,127.0,Not installed,0.0,0.0,0.0,10.0,0.0,5.0,127.0,201.0,3.0, To renovate,0.0
104,7340 Colfontaine,House,55000,2.0,56.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,56.0,230.0,2.0,Good,0.0
105,6183 Trazegnies,House,55000,3.0,201.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,201.0,201.0,1.0,Good,0.0
106,7321 Blaton,House,55000,2.0,201.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,201.0,1380.0,2.0, To renovate,0.0
107,5650 Yves-Gomeze,House,55000,3.0,201.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,201.0,101.0,2.0, To be done up,0.0
108,7012 Jemappes,House,55000,2.0,201.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,201.0,80.0,2.0,Good,0.0
109,7600 Pruwelz,House,55000,3.0,122.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,122.0,78.0,2.0,Good,0.0
110,7340 PATURAGES,House,55000,2.0,201.0,Not installed,0.0,0.0,0.0,10.0,0.0,5.0,201.0,190.0,1.0,Good,0.0
111,7340 WASMES,House,55000,2.0,201.0,Not installed,0.0,0.0,0.0,10.0,0.0,5.0,201.0,350.0,1.0,Good,0.0
112,5660 Couvin,House,55000,3.0,60.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,60.0,201.0,3.0,Good,0.0
113,7340 Colfontaine,House,55000,3.0,201.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,201.0,201.0,1.0,Good,0.0
114,8870 Izegem,House,55000,3.0,125.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,125.0,158.0,1.0,Good,0.0
115,7500 Tournai Ere,House,55000,1.0,42.0,Not installed,0.0,0.0,0.0,10.0,0.0,5.0,42.0,173.0,3.0, To renovate,0.0
116,6060 Gilly,House,55000,1.0,40.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,40.0,201.0,1.0,Good,0.0
117,7020 Nimy,House,55000,2.0,201.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,201.0,201.0,2.0, To renovate,0.0
118,6060 Gilly,House,56000,2.0,85.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,85.0,107.0,1.0,Good,0.0
119,4621 Flron,House,57000,4.0,114.0,Semi equipped,0.0,0.0,0.0,10.0,0.0,5.0,114.0,260.0,2.0, To be done up,0.0
120,6044 Roux,House,57000,1.0,80.0,Semi equipped,0.0,0.0,0.0,10.0,1.0,61.0,80.0,201.0,1.0, To renovate,0.0
121,7340 Colfontaine,House,58000,1.0,201.0,Semi equipped,0.0,0.0,0.0,10.0,0.0,5.0,201.0,140.0,2.0, To renovate,0.0
122,6220 Fleurus,House,58000,2.0,80.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,80.0,170.0,2.0, To renovate,0.0
123,7340 WASMES,House,58000,2.0,201.0,Not installed,0.0,0.0,0.0,10.0,0.0,5.0,201.0,192.0,1.0,Good,0.0
124,6820 Florenville,House,58000,2.0,201.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,201.0,76.0,2.0,Good,0.0
125,6560 Solre-sur-Sambre,House,58500,2.0,127.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,127.0,80.0,3.0, To renovate,0.0
126,4040 Herstal,House,59000,1.0,65.0,Semi equipped,0.0,0.0,1.0,9.0,0.0,5.0,65.0,49.0,2.0,Good,0.0
127,7370 Dour,House,59000,3.0,106.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,106.0,67.0,1.0, To renovate,0.0
128,6041 Gosselies,House,59000,1.0,54.0,Not installed,0.0,0.0,0.0,10.0,0.0,5.0,54.0,201.0,1.0, To be done up,0.0
129,7100 La Louviere,House,59000,2.0,92.0,Not installed,0.0,0.0,0.0,10.0,0.0,5.0,92.0,65.0,2.0, To renovate,0.0
130,6041 Gosselies,House,59000,2.0,80.0,Not installed,0.0,0.0,0.0,10.0,1.0,20.0,80.0,201.0,2.0, Just renovated,0.0
131,6041 Gosselies,House,59000,3.0,201.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,201.0,180.0,2.0,Good,0.0
132,7500 ERE,House,59000,1.0,201.0,Not installed,0.0,0.0,0.0,10.0,0.0,5.0,201.0,215.0,1.0, To restore,0.0
133,6030 Marchienne-au-Pont,House,59000,4.0,201.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,201.0,201.0,2.0, To renovate,0.0
134,5680 GOCHENE,House,59000,4.0,222.0,Not installed,0.0,0.0,0.0,10.0,0.0,5.0,222.0,250.0,3.0, To renovate,0.0
135,6560 Erquelinnes,House,59000,4.0,106.0,Not installed,0.0,0.0,0.0,10.0,0.0,5.0,106.0,89.0,2.0, To be done up,0.0
136,7340 Colfontaine,House,59000,2.0,201.0,Semi equipped,0.0,0.0,0.0,10.0,0.0,5.0,201.0,201.0,3.0, To be done up,0.0
137,7170 Manage,House,59000,1.0,60.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,60.0,201.0,3.0, To renovate,0.0
138,6590 Momignies,House,59000,1.0,85.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,85.0,201.0,3.0,Good,0.0
139,7012 FLNU,House,59000,1.0,201.0,Not installed,0.0,0.0,0.0,10.0,0.0,5.0,201.0,184.0,1.0,Good,0.0
140,6044 Roux,House,59000,1.0,201.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,201.0,201.0,4.0, To renovate,0.0
141,6060 Charleroi Gilly,House,59900,2.0,83.0,Semi equipped,0.0,0.0,0.0,10.0,0.0,5.0,83.0,67.0,2.0, To be done up,0.0
142,6141 FontainelEvque Forchiesla-Marche,House,59900,1.0,51.0,Not installed,0.0,0.0,0.0,10.0,1.0,179.0,51.0,201.0,2.0, To renovate,0.0
143,7370 Dour,House,60000,1.0,92.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,92.0,200.0,3.0, To renovate,0.0
144,7080 La Bouverie,House,60000,2.0,141.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,141.0,150.0,2.0, To renovate,0.0
145,7340 Wasmes,House,60000,2.0,164.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,164.0,170.0,3.0, To renovate,0.0
146,7041 Givry,House,60000,4.0,173.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,173.0,310.0,2.0, To renovate,0.0
147,4020 LIEGE Wandre,House,60000,2.0,76.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,76.0,55.0,2.0, To renovate,0.0
148,4000 Lige,House,60000,2.0,201.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,201.0,60.0,2.0, To be done up,0.0
149,4800 Verviers,House,60000,4.0,135.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,135.0,92.0,2.0,Good,0.0
150,5621 Hanzinelle,House,60000,2.0,201.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,201.0,201.0,3.0, To be done up,0.0
151,7350 Hainin,House,60000,2.0,80.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,80.0,350.0,3.0, To renovate,0.0
152,8400 Oostende,House,60000,3.0,89.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,89.0,91.0,2.0,Good,0.0
153,7370 ELOUGES,House,60000,3.0,130.0,Semi equipped,0.0,0.0,0.0,10.0,0.0,5.0,130.0,90.0,2.0, To renovate,0.0
154,4710 Lontzen,House,60000,2.0,201.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,201.0,201.0,1.0, To renovate,0.0
155,6791 Athus,House,60000,2.0,201.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,201.0,199.0,2.0,Good,0.0
156,7700 Mouscron,House,60000,2.0,201.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,201.0,175.0,2.0,Good,0.0
157,7340 Wasmes,House,60000,2.0,201.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,201.0,201.0,1.0,Good,0.0
158,6042 Lodelinsart,House,60000,1.0,77.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,77.0,201.0,3.0, To renovate,0.0
159,7000 Mons,House,60000,1.0,201.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,201.0,201.0,1.0,Good,0.0
160,7012 Mons,House,60000,2.0,201.0,Installed,0.0,0.0,0.0,10.0,1.0,40.0,201.0,95.0,2.0,Good,0.0
161,7033 Mons,House,60000,2.0,84.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,84.0,201.0,2.0, To be done up,0.0
162,6001 Charleroi,House,60000,2.0,201.0,Installed,0.0,0.0,0.0,10.0,1.0,93.0,201.0,168.0,1.0,Good,0.0
163,6061 Montignies-sur-Sambre,House,60000,2.0,201.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,201.0,201.0,1.0,Good,0.0
164,4800 Verviers,House,60000,3.0,130.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,130.0,110.0,2.0, To renovate,0.0
165,7141 Morlanwelz,House,60000,2.0,201.0,Not installed,0.0,0.0,0.0,10.0,1.0,1.0,201.0,495.0,3.0, To renovate,0.0
166,7970 Beloeil,House,60000,3.0,201.0,Not installed,0.0,0.0,0.0,10.0,0.0,5.0,201.0,405.0,2.0, To renovate,0.0
167,7160 Chapelle-lez-Herlaimont,House,60000,2.0,201.0,Not installed,0.0,0.0,0.0,10.0,0.0,5.0,201.0,430.0,3.0, To renovate,0.0
168,7900 Leuze-En-Hainaut,House,60000,3.0,201.0,Not installed,0.0,0.0,0.0,10.0,1.0,60.0,201.0,110.0,3.0, To restore,0.0
169,6560 Erquelinnes,House,60000,2.0,201.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,201.0,60.0,2.0, To renovate,0.0
170,7140 Morlanwelz,House,60000,2.0,75.0,Semi equipped,0.0,0.0,1.0,10.0,0.0,5.0,75.0,140.0,2.0, To renovate,0.0
171,7530 Gaurain-Ramecroix,House,60000,1.0,97.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,97.0,201.0,3.0, To renovate,0.0
172,6590 Momignies,House,60000,4.0,201.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,201.0,430.0,3.0, To renovate,0.0
173,7380 Quivrain,House,60000,2.0,201.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,201.0,109.0,2.0, To renovate,0.0
174,7390 Quaregnon,House,60000,2.0,201.0,Not installed,0.0,0.0,0.0,10.0,0.0,5.0,201.0,152.0,1.0,Good,0.0
175,6001 Marcinelle,House,60000,3.0,201.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,201.0,1142.0,3.0, To renovate,0.0
176,6590 Momignies,House,60000,2.0,201.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,201.0,320.0,1.0,Good,0.0
177,7340 Colfontaine,House,60000,3.0,105.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,105.0,220.0,2.0, To renovate,0.0
178,7340 WASMES,House,60000,2.0,201.0,Not installed,0.0,0.0,0.0,10.0,0.0,5.0,201.0,201.0,1.0,Good,0.0
179,4470 Saint-Georges-sur-Meuse,House,60000,2.0,201.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,201.0,201.0,1.0,Good,0.0
180,7370 Dour,House,60000,2.0,201.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,201.0,580.0,2.0, To restore,0.0
181,7012 Jemappes,House,60000,2.0,201.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,201.0,201.0,2.0,Good,0.0
182,7301 Hornu,House,61000,2.0,201.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,201.0,160.0,2.0, To renovate,0.0
183,4030 Lige,House,62000,1.0,83.0,Installed,0.0,0.0,0.0,10.0,1.0,1.0,83.0,200.0,3.0, To renovate,0.0
184,4020 Bressoux,House,62500,1.0,87.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,87.0,201.0,2.0, To be done up,0.0
185,6110 Montigny-le-Tilleul,House,62500,3.0,201.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,201.0,201.0,1.0,Good,0.0
186,7000 Mons,House,62500,3.0,201.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,201.0,248.0,2.0, To renovate,0.0
187,7390 Quaregnon,House,63000,3.0,80.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,80.0,130.0,2.0, To renovate,0.0
188,7340 WASMES,House,64000,2.0,201.0,Not installed,0.0,0.0,0.0,10.0,0.0,5.0,201.0,170.0,1.0,Good,0.0
